Gene_Symbol	idgTDL_old	idgTDL_new	druggability_tier	cancer_druggability	ab_bucket_num	ab_bucket_name	sm_bucket_num	sm_bucket_name	protac_bucket_num	protac_bucket_name	task_pharos_tclin_vs_others	task_pharos_tclin_tchem_vs_others	task_triage_tier1_vs_others	task_triage_tier12_vs_others	task_cancer_druggability	task_ab_bucket1_vs_others	task_ab_bucket123_vs_others	task_sm_bucket1_vs_others	task_sm_bucket123_vs_others	task_protac_bucket1234_vs_others	task_cancer_type_specific_target_prioritization	task_pan_cancer_target_prioritization	task_T1_targets_only	task_T1_T2_targets	task_T1_T2_T3_targets
ACHE	Tclin	TCLIN	Tier 1	0	5.0	5_GO CC high conf	1.0	1_Approved Drug	8.0	8_Small Molecule Binder	1	1	1	1	0	0	0	1	1	0	0	0	0	1	1
ACIN1	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR1	Tbio	TBIO	-1	0	5.0	5_GO CC high conf	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR2	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACKR3	Tchem	TCHEM	Tier 2	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ACKR4	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf	8.0	8_Druggable Family		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACLY	Tchem	TCLIN	Tier 2	0	5.0	5_GO CC high conf	1.0	1_Approved Drug	5.0	5_UniProt Ubiquitination	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1
ACMSD	Tbio	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACO1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACO2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOD1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT1	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT11	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT12	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT13	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT4	Tbio	TBIO	-1	0		Not_Assigned	6.0	6_High-Quality Pocket	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT6	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT7	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT8	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT9	Tdark	TBIO	-1	0	9.0	9_Human Protein Atlas loc		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX1	Tbio	TCHEM	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOX3	Tbio	TCHEM	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOXL	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP1	Tchem	TCHEM	Tier 2	0	8.0	8_GO CC med conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ACP2	Tbio	TBIO	Tier 3A	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP4	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP5	Tbio	TBIO	Tier 3A	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP6	Tbio	TBIO	Tier 3A	0		Not_Assigned	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACP7	Tdark	TDARK	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACR	Tchem	TCHEM	Tier 2	0	5.0	5_GO CC high conf	5.0	5_High-Quality Ligand	8.0	8_Small Molecule Binder	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
ACRBP	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACRV1	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG2	Tdark	TBIO	-1	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF2	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSF3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL1	Tbio	TCHEM	-1	0	7.0	7_UniProt SigP or TMHMM	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL3	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL4	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL5	Tbio	TCHEM	-1	0	4.0	4_UniProt loc high conf	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSL6	Tbio	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2A	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM2B	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM3	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM4	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM5	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSM6	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS2	Tbio	TCHEM	-1	0		Not_Assigned	5.0	5_High-Quality Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSS3	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTB	Tbio	TBIO	-1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ACTBL2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG1	Tbio	TBIO	-1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTG2	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL10	Tdark	TDARK	-1	0	9.0	9_Human Protein Atlas loc		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6A	Tbio	TBIO	-1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL6B	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7A	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	Tdark	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ACTN2	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN3	Tbio	TBIO	-1	0	8.0	8_GO CC med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN4	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR10	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR1A	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR1B	Tdark	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR2	Tbio	TCHEM	-1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3	Tbio	TCHEM	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3B	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR3C	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR5	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR6	Tdark	TBIO	-1	0	9.0	9_Human Protein Atlas loc	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTR8	Tdark	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR1	Tchem	TCHEM	Tier 1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
ACVR1B	Tchem	TCHEM	Tier 1	0	5.0	5_GO CC high conf	5.0	5_High-Quality Ligand	5.0	5_UniProt Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
ACVR1C	Tbio	TBIO	Tier 3B	0	5.0	5_GO CC high conf	8.0	8_Druggable Family	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A	Tchem	TCHEM	Tier 2	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ACVR2B	Tchem	TCHEM	Tier 2	0	2.0	2_Advanced Clinical	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1
ACVRL1	Tchem	TCHEM	Tier 1	0	2.0	2_Advanced Clinical	2.0	2_Advanced Clinical	8.0	8_Small Molecule Binder	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1
ACY1	Tbio	TBIO	-1	0		Not_Assigned	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACY3	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADA	Tclin	TCLIN	Tier 1	0	4.0	4_UniProt loc high conf	1.0	1_Approved Drug	6.0	6_Database Ubiquitination	1	1	1	1	0	0	0	1	1	0	0	0	1	1	1
ADA2	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAD2	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM10	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
ADAM11	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM12	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	8.0	8_Druggable Family	8.0	8_Small Molecule Binder	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ADAM15	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM17	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	2.0	2_Advanced Clinical	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1
ADAM18	Tdark	TDARK	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM19	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM2	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM20	Tdark	TDARK	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM21	Tdark	TDARK	-1	0	5.0	5_GO CC high conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM22	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf	6.0	6_High-Quality Pocket	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29	Tbio	TBIO	-1	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30	Tdark	TDARK	-1	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM32	Tdark	TDARK	Tier 3B	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM33	Tchem	TCHEM	Tier 2	0	7.0	7_UniProt SigP or TMHMM	4.0	4_Structure with Ligand	8.0	8_Small Molecule Binder	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ADAM5	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM7	Tdark	TBIO	-1	0	7.0	7_UniProt SigP or TMHMM		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM8	Tchem	TCHEM	Tier 2	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	7.0	7_Half-life Data	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ADAM9	Tchem	TCHEM	Tier 1	0	4.0	4_UniProt loc high conf	8.0	8_Druggable Family	6.0	6_Database Ubiquitination	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
ADAMDEC1	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS1	Tchem	TCHEM	Tier 2	0	6.0	6_UniProt loc med conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ADAMTS10	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS13	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf	7.0	7_Med-Quality Pocket		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS14	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS15	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	Tbio	TBIO	Tier 3B	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS18	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS19	Tbio	TBIO	Tier 3A	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	Tbio	TBIO	Tier 3A	0	5.0	5_GO CC high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS3	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned	7.0	7_Half-life Data	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS4	Tchem	TCHEM	Tier 2	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	8.0	8_Small Molecule Binder	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
ADAMTS5	Tchem	TCHEM	Tier 2	0	4.0	4_UniProt loc high conf	2.0	2_Advanced Clinical	6.0	6_Database Ubiquitination	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
ADAMTS6	Tdark	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS8	Tbio	TBIO	Tier 3A	0	6.0	6_UniProt loc med conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL2	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL3	Tbio	TBIO	Tier 3A	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4	Tbio	TBIO	Tier 3B	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4-AS1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL5	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP1	Tbio	TBIO	-1	0	5.0	5_GO CC high conf	4.0	4_Structure with Ligand	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	Tbio	TBIO	-1	0	4.0	4_UniProt loc high conf		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAR	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	5.0	5_UniProt Ubiquitination	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ADARB1	Tbio	TBIO	-1	0		Not_Assigned	6.0	6_High-Quality Pocket	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADARB2-AS1	Tdark	TDARK	-1	0		Not_Assigned		Not_Assigned		Not_Assigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT1	Tbio	TBIO	-1	0		Not_Assigned		Not_Assigned	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT2	Tbio	TBIO	-1	0		Not_Assigned	7.0	7_Med-Quality Pocket	6.0	6_Database Ubiquitination	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
